,architecture,variance,psnr,psnr std,ssim,ssim std,second,loss,num classes,num repeat,degree,factor,polynomial,polynomial degree
0,pm,10.0,31.39224,1.6417025,0.8823159,0.02579425,NA,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,splines,10.0,31.100042,1.9673032,0.8548287,0.048912544,True,H1,5.0,1.0,1.0,10.0,True,1.0
2,splines,10.0,29.238539,2.3339303,0.8612678,0.03489288,True,H1,5.0,1.0,1.0,10.0,True,2.0
3,splines,10.0,28.7139,2.4606917,0.8457381,0.048227046,True,H1,5.0,1.0,1.0,10.0,True,3.0
4,splines,10.0,25.23075,2.505405,0.7278056,0.086493745,True,H1,5.0,1.0,1.0,10.0,True,4.0
5,splines,10.0,9.330159,0.27417958,0.02948102,0.009556851,True,H1,5.0,1.0,1.0,10.0,True,5.0
6,splines,10.0,19.090925,3.5005567,0.68720675,0.07222657,True,H1,5.0,1.0,1.0,10.0,False,-1.0
7,splines,10.0,30.73126,2.0554862,0.85268307,0.046469226,True,H1,5.0,1.0,1.0,3.1622776601683795,True,1.0
8,splines,10.0,31.529058,1.3507103,0.8517347,0.050753463,True,H1,5.0,1.0,1.0,3.1622776601683795,True,2.0
9,splines,10.0,22.947372,3.9341176,0.5629577,0.23057492,True,H1,5.0,1.0,1.0,3.1622776601683795,True,3.0
10,splines,10.0,31.014198,1.8554245,0.84628963,0.051404905,True,H1,5.0,1.0,1.0,3.1622776601683795,True,4.0
11,splines,10.0,30.166744,2.0094619,0.85384154,0.03743251,True,H1,5.0,1.0,1.0,3.1622776601683795,True,5.0
12,splines,10.0,31.700798,1.4737538,0.86358756,0.04013558,True,H1,5.0,1.0,1.0,3.1622776601683795,False,-1.0
13,splines,10.0,32.017784,0.9659275,0.8652712,0.042886894,True,H1,5.0,1.0,1.0,1.0,True,1.0
14,splines,10.0,30.84041,2.0780096,0.8690748,0.03665656,True,H1,5.0,1.0,1.0,1.0,True,2.0
15,splines,10.0,31.100079,1.8203821,0.8575809,0.04682085,True,H1,5.0,1.0,1.0,1.0,True,3.0
16,splines,10.0,30.41668,1.7646755,0.84760416,0.046364445,True,H1,5.0,1.0,1.0,1.0,True,4.0
17,splines,10.0,31.419186,1.466325,0.8475652,0.04934226,True,H1,5.0,1.0,1.0,1.0,True,5.0
18,splines,10.0,26.12352,3.0685313,0.73644286,0.1226317,True,H1,5.0,1.0,1.0,1.0,False,-1.0
19,splines,10.0,30.497969,1.9011827,0.87135816,0.032808773,True,H1,5.0,1.0,1.0,0.3162277660168379,True,1.0
20,splines,10.0,31.132282,1.4722894,0.8497331,0.046681665,True,H1,5.0,1.0,1.0,0.3162277660168379,True,2.0
21,splines,10.0,31.26918,1.710746,0.84924906,0.049699374,True,H1,5.0,1.0,1.0,0.3162277660168379,True,3.0
22,splines,10.0,31.447624,1.4185172,0.8499076,0.0526286,True,H1,5.0,1.0,1.0,0.3162277660168379,True,4.0
23,splines,10.0,30.927256,2.0704443,0.84983534,0.051116817,True,H1,5.0,1.0,1.0,0.3162277660168379,True,5.0
24,splines,10.0,31.375925,1.4375907,0.8468382,0.05264185,True,H1,5.0,1.0,1.0,0.3162277660168379,False,-1.0
25,splines,10.0,31.234657,1.8013988,0.8589198,0.046802834,True,H1,5.0,1.0,2.0,10.0,True,1.0
26,splines,10.0,31.77715,1.2599256,0.8593079,0.045279354,True,H1,5.0,1.0,2.0,10.0,True,2.0
27,splines,10.0,2.0316858,13.967724,0.30653444,0.36654854,True,H1,5.0,1.0,2.0,10.0,True,3.0
28,splines,10.0,28.815752,2.449468,0.8487893,0.04368922,True,H1,5.0,1.0,2.0,10.0,True,4.0
29,splines,10.0,30.754974,2.0507686,0.85462135,0.0458431,True,H1,5.0,1.0,2.0,10.0,True,5.0
30,splines,10.0,26.58828,2.8671174,0.7703309,0.116281986,True,H1,5.0,1.0,2.0,10.0,False,-1.0
31,splines,10.0,31.322971,0.7946127,0.83238596,0.055942107,True,H1,5.0,1.0,2.0,3.1622776601683795,True,1.0
32,splines,10.0,31.404003,1.5587778,0.8556444,0.047067516,True,H1,5.0,1.0,2.0,3.1622776601683795,True,2.0
33,splines,10.0,31.480396,1.4966273,0.85405904,0.050808195,True,H1,5.0,1.0,2.0,3.1622776601683795,True,3.0
34,splines,10.0,27.455584,2.5592046,0.80390877,0.067738585,True,H1,5.0,1.0,2.0,3.1622776601683795,True,4.0
35,splines,10.0,31.22167,1.821228,0.85456795,0.05124736,True,H1,5.0,1.0,2.0,3.1622776601683795,True,5.0
36,splines,10.0,29.41609,2.3988035,0.8614017,0.039647307,True,H1,5.0,1.0,2.0,3.1622776601683795,False,-1.0
37,splines,10.0,27.117325,0.7940776,0.7141467,0.07243894,True,H1,5.0,1.0,2.0,1.0,True,1.0
38,splines,10.0,30.44711,1.8416185,0.84863824,0.04560912,True,H1,5.0,1.0,2.0,1.0,True,2.0
39,splines,10.0,31.303484,1.7189643,0.8564135,0.044919442,True,H1,5.0,1.0,2.0,1.0,True,3.0
40,splines,10.0,30.873508,2.0193334,0.87228566,0.032532655,True,H1,5.0,1.0,2.0,1.0,True,4.0
41,splines,10.0,31.465267,1.6745998,0.85821897,0.04595137,True,H1,5.0,1.0,2.0,1.0,True,5.0
42,splines,10.0,31.50644,1.5885922,0.8593147,0.04308389,True,H1,5.0,1.0,2.0,1.0,False,-1.0
43,splines,10.0,29.975466,2.0699465,0.83708894,0.055951387,True,H1,5.0,1.0,2.0,0.3162277660168379,True,1.0
44,splines,10.0,30.62453,2.1313627,0.8582609,0.041250736,True,H1,5.0,1.0,2.0,0.3162277660168379,True,2.0
45,splines,10.0,30.512087,1.7452034,0.85496753,0.045603935,True,H1,5.0,1.0,2.0,0.3162277660168379,True,3.0
46,splines,10.0,28.862917,1.2199999,0.80632,0.058844116,True,H1,5.0,1.0,2.0,0.3162277660168379,True,4.0
47,splines,10.0,31.280834,1.499189,0.87161344,0.03286028,True,H1,5.0,1.0,2.0,0.3162277660168379,True,5.0
48,splines,10.0,31.634972,1.4834309,0.8593095,0.050769024,True,H1,5.0,1.0,2.0,0.3162277660168379,False,-1.0
49,splines,10.0,31.349495,1.7424829,0.8548922,0.043673363,True,H1,5.0,1.0,3.0,10.0,True,1.0
50,splines,10.0,31.46946,1.5023923,0.8510137,0.053244002,True,H1,5.0,1.0,3.0,10.0,True,2.0
51,splines,10.0,30.870136,2.2100387,0.8693145,0.03459752,True,H1,5.0,1.0,3.0,10.0,True,3.0
52,splines,10.0,31.398466,1.5634815,0.85568887,0.046631183,True,H1,5.0,1.0,3.0,10.0,True,4.0
53,splines,10.0,29.670372,2.5783598,0.8382388,0.06361379,True,H1,5.0,1.0,3.0,10.0,True,5.0
54,splines,10.0,30.340742,2.5085962,0.8584491,0.046048105,True,H1,5.0,1.0,3.0,10.0,False,-1.0
55,splines,10.0,28.01457,1.9712412,0.82504445,0.050232906,True,H1,5.0,1.0,3.0,3.1622776601683795,True,1.0
56,splines,10.0,21.16229,2.6286266,0.6017714,0.104832396,True,H1,5.0,1.0,3.0,3.1622776601683795,True,2.0
57,splines,10.0,28.072805,2.823028,0.81272906,0.091605395,True,H1,5.0,1.0,3.0,3.1622776601683795,True,3.0
58,splines,10.0,25.35211,1.6301122,0.7366894,0.060063552,True,H1,5.0,1.0,3.0,3.1622776601683795,True,4.0
59,splines,10.0,11.222044,12.656623,0.8256025,0.05742557,True,H1,5.0,1.0,3.0,3.1622776601683795,True,5.0
60,splines,10.0,31.312283,1.7041839,0.85115945,0.046998106,True,H1,5.0,1.0,3.0,3.1622776601683795,False,-1.0
61,splines,10.0,31.500723,1.5125598,0.8504814,0.049923256,True,H1,5.0,1.0,3.0,1.0,True,1.0
62,splines,10.0,31.578232,1.4847653,0.86154175,0.040732168,True,H1,5.0,1.0,3.0,1.0,True,2.0
63,splines,10.0,27.679525,2.0446167,0.77867675,0.079662055,True,H1,5.0,1.0,3.0,1.0,True,3.0
64,splines,10.0,31.56084,1.4654359,0.86679995,0.04401546,True,H1,5.0,1.0,3.0,1.0,True,4.0
65,splines,10.0,27.68861,2.3176203,0.81070465,0.061569907,True,H1,5.0,1.0,3.0,1.0,True,5.0
66,splines,10.0,12.3667965,5.340457,0.24511027,0.17562124,True,H1,5.0,1.0,3.0,1.0,False,-1.0
67,splines,10.0,30.273802,2.059457,0.8481425,0.046470087,True,H1,5.0,1.0,3.0,0.3162277660168379,True,1.0
68,splines,10.0,30.205925,2.4197772,0.84128064,0.061221406,True,H1,5.0,1.0,3.0,0.3162277660168379,True,2.0
69,splines,10.0,28.583118,2.4128737,0.8319125,0.06268855,True,H1,5.0,1.0,3.0,0.3162277660168379,True,3.0
70,splines,10.0,29.596163,2.0418773,0.86107105,0.037533525,True,H1,5.0,1.0,3.0,0.3162277660168379,True,4.0
71,splines,10.0,31.55823,1.3919683,0.85155225,0.047920767,True,H1,5.0,1.0,3.0,0.3162277660168379,True,5.0
72,splines,10.0,29.956072,1.3621762,0.8616219,0.032851037,True,H1,5.0,1.0,3.0,0.3162277660168379,False,-1.0
73,splines,10.0,-9.028447,0.14406972,0.0007608228,0.00045257606,True,H1,5.0,1.0,4.0,10.0,True,1.0
74,splines,10.0,30.946575,2.1321344,0.86176115,0.041977793,True,H1,5.0,1.0,4.0,10.0,True,2.0
75,splines,10.0,29.5525,1.9776204,0.830611,0.05477418,True,H1,5.0,1.0,4.0,10.0,True,3.0
76,splines,10.0,30.492584,0.8644987,0.8177595,0.06104313,True,H1,5.0,1.0,4.0,10.0,True,4.0
77,splines,10.0,-4.171093,15.148833,0.1288225,0.24367477,True,H1,5.0,1.0,4.0,10.0,True,5.0
78,splines,10.0,30.54446,1.800331,0.8570705,0.04776784,True,H1,5.0,1.0,4.0,10.0,False,-1.0
79,splines,10.0,10.893034,1.4152838,0.045517933,0.02939183,True,H1,5.0,1.0,4.0,3.1622776601683795,True,1.0
80,splines,10.0,29.958197,2.6514335,0.856721,0.04741125,True,H1,5.0,1.0,4.0,3.1622776601683795,True,2.0
81,splines,10.0,30.514238,2.3254874,0.85942537,0.047358397,True,H1,5.0,1.0,4.0,3.1622776601683795,True,3.0
82,splines,10.0,30.13178,2.6093845,0.85398275,0.04941917,True,H1,5.0,1.0,4.0,3.1622776601683795,True,4.0
83,splines,10.0,31.018093,1.4828044,0.8715823,0.027712079,True,H1,5.0,1.0,4.0,3.1622776601683795,True,5.0
84,splines,10.0,29.703907,1.2890368,0.8143565,0.05571187,True,H1,5.0,1.0,4.0,3.1622776601683795,False,-1.0
85,splines,10.0,5.5346656,0.25213096,0.02387651,0.014109131,True,H1,5.0,1.0,4.0,1.0,True,1.0
86,splines,10.0,31.51111,1.5510199,0.8561865,0.045390587,True,H1,5.0,1.0,4.0,1.0,True,2.0
87,splines,10.0,21.590904,1.0456427,0.30587927,0.055878256,True,H1,5.0,1.0,4.0,1.0,True,3.0
88,splines,10.0,25.118782,2.3981614,0.70747966,0.09416141,True,H1,5.0,1.0,4.0,1.0,True,4.0
89,splines,10.0,-9.314365,6.034084,0.0067850146,0.06331446,True,H1,5.0,1.0,4.0,1.0,True,5.0
90,splines,10.0,-5.1496806,0.62258536,9.1817434e-05,0.0025196574,True,H1,5.0,1.0,4.0,1.0,False,-1.0
91,splines,10.0,24.039167,1.858161,0.61086893,0.09492968,True,H1,5.0,1.0,4.0,0.3162277660168379,True,1.0
92,splines,10.0,29.451992,1.7648468,0.83783734,0.034334026,True,H1,5.0,1.0,4.0,0.3162277660168379,True,2.0
93,splines,10.0,25.103785,3.8543026,0.60676134,0.21186952,True,H1,5.0,1.0,4.0,0.3162277660168379,True,3.0
94,splines,10.0,0.50676024,0.18490466,0.005866244,0.0037021022,True,H1,5.0,1.0,4.0,0.3162277660168379,True,4.0
95,splines,10.0,20.975052,3.265739,0.68200874,0.12593651,True,H1,5.0,1.0,4.0,0.3162277660168379,True,5.0
96,splines,10.0,4.499133,0.19029263,0.020232476,0.012081027,True,H1,5.0,1.0,4.0,0.3162277660168379,False,-1.0
97,splines,10.0,30.947943,2.1763453,0.8594054,0.045317028,True,H1,5.0,1.0,5.0,10.0,True,1.0
98,splines,10.0,30.92458,0.79938245,0.8122066,0.063768856,True,H1,5.0,1.0,5.0,10.0,True,2.0
99,splines,10.0,25.77419,4.534104,0.7221047,0.16680475,True,H1,5.0,1.0,5.0,10.0,True,3.0
100,splines,10.0,-15.126704,0.2873289,0.0018460782,0.0010083179,True,H1,5.0,1.0,5.0,10.0,True,4.0
101,splines,10.0,17.493011,1.7663653,0.49141148,0.053584863,True,H1,5.0,1.0,5.0,10.0,True,5.0
102,splines,10.0,24.153236,2.0595667,0.78469217,0.044803426,True,H1,5.0,1.0,5.0,10.0,False,-1.0
103,splines,10.0,29.145163,2.3254504,0.8571668,0.040137067,True,H1,5.0,1.0,5.0,3.1622776601683795,True,1.0
104,splines,10.0,30.55572,2.4189692,0.8438805,0.05561105,True,H1,5.0,1.0,5.0,3.1622776601683795,True,2.0
105,splines,10.0,31.132877,0.69629735,0.8279459,0.056798723,True,H1,5.0,1.0,5.0,3.1622776601683795,True,3.0
106,splines,10.0,28.103346,3.0416691,0.83405876,0.079787716,True,H1,5.0,1.0,5.0,3.1622776601683795,True,4.0
107,splines,10.0,31.206915,1.5651362,0.8807775,0.027227579,True,H1,5.0,1.0,5.0,3.1622776601683795,True,5.0
108,splines,10.0,-10.063397,0.4770448,0.0016653236,0.00082641863,True,H1,5.0,1.0,5.0,3.1622776601683795,False,-1.0
109,splines,10.0,31.343142,1.7070212,0.85716957,0.045197323,True,H1,5.0,1.0,5.0,1.0,True,1.0
110,splines,10.0,-2.0493093,0.32073918,0.0029465328,0.0023749552,True,H1,5.0,1.0,5.0,1.0,True,2.0
111,splines,10.0,18.854652,2.5827363,0.7398074,0.04549301,True,H1,5.0,1.0,5.0,1.0,True,3.0
112,splines,10.0,25.938557,2.2543201,0.72681713,0.08842115,True,H1,5.0,1.0,5.0,1.0,True,4.0
113,splines,10.0,1.1421435,6.1580453,0.3303971,0.17683299,True,H1,5.0,1.0,5.0,1.0,True,5.0
114,splines,10.0,26.111593,2.6638536,0.80182743,0.050674368,True,H1,5.0,1.0,5.0,1.0,False,-1.0
115,splines,10.0,-3.4277155,0.6086152,0.00071503775,0.0029492965,True,H1,5.0,1.0,5.0,0.3162277660168379,True,1.0
116,splines,10.0,6.7345624,0.39844212,0.010497207,0.00424173,True,H1,5.0,1.0,5.0,0.3162277660168379,True,2.0
117,splines,10.0,29.693884,2.186727,0.86784506,0.032604247,True,H1,5.0,1.0,5.0,0.3162277660168379,True,3.0
118,splines,10.0,14.215729,5.951073,0.4860244,0.24115893,True,H1,5.0,1.0,5.0,0.3162277660168379,True,4.0
119,splines,10.0,25.424936,1.060399,0.674371,0.06203316,True,H1,5.0,1.0,5.0,0.3162277660168379,True,5.0
120,splines,10.0,18.57376,0.56525576,0.18986802,0.05033438,True,H1,5.0,1.0,5.0,0.3162277660168379,False,-1.0
121,splines,10.0,31.161627,1.9556171,0.8570465,0.04859229,False,H1,5.0,1.0,-1.0,-1.0,-1,-1.0
122,splines,10.0,31.186087,1.1080377,0.85127074,0.04680722,True,H1,20.0,1.0,1.0,10.0,True,1.0
123,splines,10.0,30.666208,2.1168492,0.85772604,0.043725695,True,H1,20.0,1.0,1.0,10.0,True,2.0
124,splines,10.0,31.882998,1.397982,0.86798096,0.04193497,True,H1,20.0,1.0,1.0,10.0,True,3.0
125,splines,10.0,31.48883,1.7083222,0.8606837,0.04272667,True,H1,20.0,1.0,1.0,10.0,True,4.0
126,splines,10.0,31.212364,1.8227811,0.8605845,0.04083775,True,H1,20.0,1.0,1.0,10.0,True,5.0
127,splines,10.0,31.266657,1.580828,0.8511649,0.05088268,True,H1,20.0,1.0,1.0,10.0,False,-1.0
128,splines,10.0,27.880888,2.4547415,0.8198035,0.06033962,True,H1,20.0,1.0,1.0,3.1622776601683795,True,1.0
129,splines,10.0,31.361204,1.5901096,0.8529572,0.05277519,True,H1,20.0,1.0,1.0,3.1622776601683795,True,2.0
130,splines,10.0,31.147923,1.6960865,0.8473408,0.051874463,True,H1,20.0,1.0,1.0,3.1622776601683795,True,3.0
131,splines,10.0,31.31472,1.5609868,0.85638195,0.044327185,True,H1,20.0,1.0,1.0,3.1622776601683795,True,4.0
132,splines,10.0,26.883118,2.6178105,0.7990728,0.068261035,True,H1,20.0,1.0,1.0,3.1622776601683795,True,5.0
133,splines,10.0,30.773668,1.858255,0.85572916,0.041401025,True,H1,20.0,1.0,1.0,3.1622776601683795,False,-1.0
134,splines,10.0,31.75392,1.4300294,0.8650822,0.043978024,True,H1,20.0,1.0,1.0,1.0,True,1.0
135,splines,10.0,31.426476,1.670878,0.856219,0.047712702,True,H1,20.0,1.0,1.0,1.0,True,2.0
136,splines,10.0,29.299362,2.4154575,0.85598177,0.044156596,True,H1,20.0,1.0,1.0,1.0,True,3.0
137,splines,10.0,29.631048,2.2344756,0.86762464,0.031426765,True,H1,20.0,1.0,1.0,1.0,True,4.0
138,splines,10.0,29.747932,2.4374654,0.8506179,0.04396828,True,H1,20.0,1.0,1.0,1.0,True,5.0
139,splines,10.0,26.852697,2.7612731,0.8136318,0.060420822,True,H1,20.0,1.0,1.0,1.0,False,-1.0
140,splines,10.0,31.378284,1.4745489,0.84828365,0.053202145,True,H1,20.0,1.0,1.0,0.3162277660168379,True,1.0
141,splines,10.0,31.613434,1.2699482,0.85530376,0.049684867,True,H1,20.0,1.0,1.0,0.3162277660168379,True,2.0
142,splines,10.0,31.57191,1.6529404,0.8597424,0.04449871,True,H1,20.0,1.0,1.0,0.3162277660168379,True,3.0
143,splines,10.0,31.608265,1.6812868,0.86403656,0.04281621,True,H1,20.0,1.0,1.0,0.3162277660168379,True,4.0
144,splines,10.0,31.162025,1.7183555,0.84984225,0.047785476,True,H1,20.0,1.0,1.0,0.3162277660168379,True,5.0
145,splines,10.0,25.019936,2.3971465,0.7029832,0.09520556,True,H1,20.0,1.0,1.0,0.3162277660168379,False,-1.0
146,splines,10.0,29.593557,2.6768594,0.8543183,0.05054906,True,H1,20.0,1.0,2.0,10.0,True,1.0
147,splines,10.0,30.014141,2.3868358,0.84202754,0.05785565,True,H1,20.0,1.0,2.0,10.0,True,2.0
148,splines,10.0,30.19155,2.257934,0.865617,0.037767135,True,H1,20.0,1.0,2.0,10.0,True,3.0
149,splines,10.0,31.541527,1.5193858,0.857045,0.045414798,True,H1,20.0,1.0,2.0,10.0,True,4.0
150,splines,10.0,31.686676,1.1965387,0.85134596,0.048257783,True,H1,20.0,1.0,2.0,10.0,True,5.0
151,splines,10.0,29.01917,2.7413886,0.84608054,0.05726415,True,H1,20.0,1.0,2.0,10.0,False,-1.0
152,splines,10.0,29.182299,2.8679996,0.81729525,0.0871187,True,H1,20.0,1.0,2.0,3.1622776601683795,True,1.0
153,splines,10.0,27.42171,3.1748736,0.7990049,0.08357268,True,H1,20.0,1.0,2.0,3.1622776601683795,True,2.0
154,splines,10.0,27.201605,2.5451703,0.8012488,0.065074906,True,H1,20.0,1.0,2.0,3.1622776601683795,True,3.0
155,splines,10.0,30.158508,2.281831,0.87026244,0.028258584,True,H1,20.0,1.0,2.0,3.1622776601683795,True,4.0
156,splines,10.0,29.21789,2.6647863,0.83447164,0.058821864,True,H1,20.0,1.0,2.0,3.1622776601683795,True,5.0
157,splines,10.0,30.956787,1.9566003,0.8654785,0.037929036,True,H1,20.0,1.0,2.0,3.1622776601683795,False,-1.0
158,splines,10.0,31.530209,1.4263921,0.85580415,0.046546772,True,H1,20.0,1.0,2.0,1.0,True,1.0
159,splines,10.0,31.683142,1.5946256,0.86144763,0.041156903,True,H1,20.0,1.0,2.0,1.0,True,2.0
160,splines,10.0,26.28359,1.2707853,0.72465146,0.0650425,True,H1,20.0,1.0,2.0,1.0,True,3.0
161,splines,10.0,29.58097,2.1092613,0.84218836,0.04546941,True,H1,20.0,1.0,2.0,1.0,True,4.0
162,splines,10.0,31.475004,1.6494365,0.8572293,0.04577791,True,H1,20.0,1.0,2.0,1.0,True,5.0
163,splines,10.0,31.667084,1.4124296,0.8567873,0.042883895,True,H1,20.0,1.0,2.0,1.0,False,-1.0
164,splines,10.0,31.484558,1.5741111,0.8569182,0.046529118,True,H1,20.0,1.0,2.0,0.3162277660168379,True,1.0
165,splines,10.0,31.605341,1.3210846,0.8511581,0.050688047,True,H1,20.0,1.0,2.0,0.3162277660168379,True,2.0
166,splines,10.0,30.602764,2.0012107,0.84519523,0.061674535,True,H1,20.0,1.0,2.0,0.3162277660168379,True,3.0
167,splines,10.0,25.68107,2.3471167,0.7267832,0.08954591,True,H1,20.0,1.0,2.0,0.3162277660168379,True,4.0
168,splines,10.0,31.53868,1.5881325,0.85906494,0.046106115,True,H1,20.0,1.0,2.0,0.3162277660168379,True,5.0
169,splines,10.0,31.60766,1.3793869,0.85645264,0.0449157,True,H1,20.0,1.0,2.0,0.3162277660168379,False,-1.0
170,splines,10.0,31.162542,0.856976,0.8197527,0.06318457,True,H1,20.0,1.0,3.0,10.0,True,1.0
171,splines,10.0,30.968067,0.8048713,0.8125408,0.063857615,True,H1,20.0,1.0,3.0,10.0,True,2.0
172,splines,10.0,32.049946,0.78165257,0.85268515,0.04899042,True,H1,20.0,1.0,3.0,10.0,True,3.0
173,splines,10.0,31.677536,0.98618674,0.8437291,0.052538447,True,H1,20.0,1.0,3.0,10.0,True,4.0
174,splines,10.0,31.742382,1.388228,0.8590698,0.04342202,True,H1,20.0,1.0,3.0,10.0,True,5.0
175,splines,10.0,31.817963,1.1858821,0.858602,0.042846344,True,H1,20.0,1.0,3.0,10.0,False,-1.0
176,splines,10.0,31.468008,1.4191864,0.8486549,0.053615198,True,H1,20.0,1.0,3.0,3.1622776601683795,True,1.0
177,splines,10.0,29.35096,2.6633143,0.84874845,0.053888366,True,H1,20.0,1.0,3.0,3.1622776601683795,True,2.0
178,splines,10.0,31.235,0.8149921,0.83111167,0.053382177,True,H1,20.0,1.0,3.0,3.1622776601683795,True,3.0
179,splines,10.0,32.13541,0.8666434,0.8655535,0.042447954,True,H1,20.0,1.0,3.0,3.1622776601683795,True,4.0
180,splines,10.0,31.182083,1.9498047,0.8550064,0.050605647,True,H1,20.0,1.0,3.0,3.1622776601683795,True,5.0
181,splines,10.0,30.717169,2.307714,0.8651853,0.042067975,True,H1,20.0,1.0,3.0,3.1622776601683795,False,-1.0
182,splines,10.0,31.503326,1.7306112,0.86124724,0.04426756,True,H1,20.0,1.0,3.0,1.0,True,1.0
183,splines,10.0,31.596394,1.3000726,0.85220355,0.048865493,True,H1,20.0,1.0,3.0,1.0,True,2.0
184,splines,10.0,29.127026,2.6616716,0.8329756,0.06033157,True,H1,20.0,1.0,3.0,1.0,True,3.0
185,splines,10.0,31.601967,1.338289,0.85201865,0.053687055,True,H1,20.0,1.0,3.0,1.0,True,4.0
186,splines,10.0,31.284576,1.8491255,0.8638529,0.04168057,True,H1,20.0,1.0,3.0,1.0,True,5.0
187,splines,10.0,30.872099,2.0328803,0.8579827,0.048983302,True,H1,20.0,1.0,3.0,1.0,False,-1.0
188,splines,10.0,28.604229,2.0421476,0.840974,0.047461305,True,H1,20.0,1.0,3.0,0.3162277660168379,True,1.0
189,splines,10.0,31.512682,1.4581745,0.8538601,0.04859253,True,H1,20.0,1.0,3.0,0.3162277660168379,True,2.0
190,splines,10.0,14.100353,0.83121467,0.23182131,0.067889206,True,H1,20.0,1.0,3.0,0.3162277660168379,True,3.0
191,splines,10.0,26.277426,2.601194,0.76130587,0.14546186,True,H1,20.0,1.0,3.0,0.3162277660168379,True,4.0
192,splines,10.0,25.024881,2.0220346,0.6396693,0.0820044,True,H1,20.0,1.0,3.0,0.3162277660168379,True,5.0
193,splines,10.0,31.41918,1.3986459,0.84782517,0.051663943,True,H1,20.0,1.0,3.0,0.3162277660168379,False,-1.0
194,splines,10.0,14.672471,7.834178,0.8353377,0.05767316,True,H1,20.0,1.0,4.0,10.0,True,1.0
195,splines,10.0,11.800529,1.9558275,0.343445,0.08404206,True,H1,20.0,1.0,4.0,10.0,True,2.0
196,splines,10.0,30.819963,1.6264427,0.84285694,0.05426078,True,H1,20.0,1.0,4.0,10.0,True,3.0
197,splines,10.0,30.78833,2.2367687,0.8611375,0.043388866,True,H1,20.0,1.0,4.0,10.0,True,4.0
198,splines,10.0,30.75713,2.2446449,0.84420073,0.05617447,True,H1,20.0,1.0,4.0,10.0,True,5.0
199,splines,10.0,28.93206,2.779714,0.8418219,0.055509012,True,H1,20.0,1.0,4.0,10.0,False,-1.0
200,splines,10.0,29.719814,2.5243738,0.85795677,0.03830723,True,H1,20.0,1.0,4.0,3.1622776601683795,True,1.0
201,splines,10.0,31.284756,1.6122502,0.8497197,0.054561634,True,H1,20.0,1.0,4.0,3.1622776601683795,True,2.0
202,splines,10.0,30.765638,2.2428334,0.85959727,0.044111278,True,H1,20.0,1.0,4.0,3.1622776601683795,True,3.0
203,splines,10.0,30.547436,2.2613053,0.8665989,0.038408954,True,H1,20.0,1.0,4.0,3.1622776601683795,True,4.0
204,splines,10.0,31.536621,1.3487939,0.8487111,0.049736623,True,H1,20.0,1.0,4.0,3.1622776601683795,True,5.0
205,splines,10.0,31.105137,1.9120044,0.85287935,0.05170779,True,H1,20.0,1.0,4.0,3.1622776601683795,False,-1.0
206,splines,10.0,31.279547,1.8034502,0.85559386,0.04651337,True,H1,20.0,1.0,4.0,1.0,True,1.0
207,splines,10.0,30.913864,0.7502268,0.81258637,0.06358292,True,H1,20.0,1.0,4.0,1.0,True,2.0
208,splines,10.0,31.584593,1.5967174,0.85823834,0.04396407,True,H1,20.0,1.0,4.0,1.0,True,3.0
209,splines,10.0,27.060354,2.3197825,0.8068982,0.088416375,True,H1,20.0,1.0,4.0,1.0,True,4.0
210,splines,10.0,31.51259,1.3298591,0.8529755,0.050279856,True,H1,20.0,1.0,4.0,1.0,True,5.0
211,splines,10.0,31.290508,1.7989839,0.85943663,0.044457268,True,H1,20.0,1.0,4.0,1.0,False,-1.0
212,splines,10.0,26.610334,2.0140421,0.76569265,0.07798421,True,H1,20.0,1.0,4.0,0.3162277660168379,True,1.0
213,splines,10.0,27.357878,1.9857781,0.74659854,0.08660131,True,H1,20.0,1.0,4.0,0.3162277660168379,True,2.0
214,splines,10.0,9.557176,0.18696034,0.023793843,0.007804371,True,H1,20.0,1.0,4.0,0.3162277660168379,True,3.0
215,splines,10.0,29.820036,1.6659307,0.86924344,0.03318661,True,H1,20.0,1.0,4.0,0.3162277660168379,True,4.0
216,splines,10.0,30.622276,0.80675703,0.82764244,0.055518292,True,H1,20.0,1.0,4.0,0.3162277660168379,True,5.0
217,splines,10.0,22.003416,0.964545,0.33646455,0.050518807,True,H1,20.0,1.0,4.0,0.3162277660168379,False,-1.0
218,splines,10.0,17.192568,5.4563956,0.72477067,0.08801196,True,H1,20.0,1.0,5.0,10.0,True,1.0
219,splines,10.0,29.240843,2.5409744,0.84601533,0.057767697,True,H1,20.0,1.0,5.0,10.0,True,2.0
220,splines,10.0,31.369017,1.7110755,0.8594344,0.046837363,True,H1,20.0,1.0,5.0,10.0,True,3.0
221,splines,10.0,30.20343,2.3882015,0.84869504,0.057136487,True,H1,20.0,1.0,5.0,10.0,True,4.0
222,splines,10.0,30.809105,2.2060754,0.8545336,0.04825172,True,H1,20.0,1.0,5.0,10.0,True,5.0
223,splines,10.0,30.522123,0.7334011,0.8073805,0.06375019,True,H1,20.0,1.0,5.0,10.0,False,-1.0
224,splines,10.0,30.083399,2.1411934,0.87235117,0.0306153,True,H1,20.0,1.0,5.0,3.1622776601683795,True,1.0
225,splines,10.0,31.030544,1.9254065,0.85041755,0.052572854,True,H1,20.0,1.0,5.0,3.1622776601683795,True,2.0
