,architecture,loss,num_classes,degree,latent_size,type,known_variance,static_gamma,chance,variance,house,peppers,barbara,boats
6456,decreasing,psnr,20,3,256,classic,0,0,0,25.0,20.19240951538086,20.185333251953125,20.17111587524414,20.160594940185547
6457,decreasing,psnr,20,3,256,classic,0,0,0,50.0,14.13330078125,14.199321746826172,14.138946533203123,14.15151596069336
6458,decreasing,psnr,20,3,256,classic,0,0,0,75.0,10.58791732788086,10.60116195678711,10.62142562866211,10.61907196044922
6459,decreasing,psnr,20,3,256,classic,0,0,0,100.0,8.140621185302734,8.144401550292969,8.109954833984375,8.117786407470703
6460,decreasing,psnr,20,3,256,classic,0,1,0,1.0,48.12812042236328,48.14849090576172,48.12892532348633,48.12533950805664
6461,decreasing,psnr,20,3,256,classic,0,1,0,2.0,42.10043716430664,42.06868743896485,42.10895538330078,42.10456848144531
6462,decreasing,psnr,20,3,256,classic,0,1,0,5.0,34.12037658691406,34.153202056884766,34.15594482421875,34.13820266723633
6463,decreasing,psnr,20,3,256,classic,0,1,0,10.0,28.12389373779297,28.14708137512207,28.12356758117676,28.14717483520508
6464,decreasing,psnr,20,3,256,classic,0,1,0,15.0,24.639968872070312,24.62380790710449,24.62881088256836,24.60585594177246
6465,decreasing,psnr,20,3,256,classic,0,1,0,20.0,22.11698341369629,22.1157341003418,22.116188049316406,22.10565757751465
6466,decreasing,psnr,20,3,256,classic,0,1,0,25.0,20.157520294189453,20.17384910583496,20.170255661010746,20.196474075317383
6467,decreasing,psnr,20,3,256,classic,0,1,0,50.0,14.15615463256836,14.125839233398438,14.154163360595703,14.176136016845703
6468,decreasing,psnr,20,3,256,classic,0,1,0,75.0,10.596054077148438,10.597999572753906,10.64419937133789,10.618255615234377
6469,decreasing,psnr,20,3,256,classic,0,1,0,100.0,8.115364074707031,8.143207550048828,8.128936767578125,8.147117614746094
6470,decreasing,psnr,20,3,256,classic,1,0,0,1.0,48.15980911254883,48.06998443603516,48.11149215698242,48.13969421386719
6471,decreasing,psnr,20,3,256,classic,1,0,0,2.0,42.146114349365234,42.10514831542969,42.10578155517578,42.09653091430664
6472,decreasing,psnr,20,3,256,classic,1,0,0,5.0,34.137535095214844,34.18521499633789,34.14400863647461,34.13486099243164
6473,decreasing,psnr,20,3,256,classic,1,0,0,10.0,28.11390686035156,28.100889205932617,28.132247924804688,28.13896369934082
6474,decreasing,psnr,20,3,256,classic,1,0,0,15.0,24.59316635131836,24.67117691040039,24.601831436157227,24.591747283935547
6475,decreasing,psnr,20,3,256,classic,1,0,0,20.0,22.13486671447754,22.12181282043457,22.102617263793945,22.11340713500977
6476,decreasing,psnr,20,3,256,classic,1,0,0,25.0,20.168312072753903,20.20917320251465,20.19034194946289,20.1771240234375
6477,decreasing,psnr,20,3,256,classic,1,0,0,50.0,14.145732879638672,14.171306610107422,14.168708801269531,14.159976959228516
6478,decreasing,psnr,20,3,256,classic,1,0,0,75.0,10.665241241455078,10.613971710205078,10.63070297241211,10.635906219482422
6479,decreasing,psnr,20,3,256,classic,1,0,0,100.0,8.119766235351562,8.115360260009766,8.114181518554688,8.109107971191406
6480,decreasing,psnr,20,3,256,classic,1,1,0,1.0,48.12081909179688,48.15493774414063,48.1002311706543,48.145057678222656
6481,decreasing,psnr,20,3,256,classic,1,1,0,2.0,42.10573196411133,42.13433074951172,42.10621643066406,42.11824035644531
6482,decreasing,psnr,20,3,256,classic,1,1,0,5.0,34.1793212890625,34.167381286621094,34.16370391845703,34.17430877685547
6483,decreasing,psnr,20,3,256,classic,1,1,0,10.0,28.122468948364254,28.146833419799805,28.11771011352539,28.14673614501953
6484,decreasing,psnr,20,3,256,classic,1,1,0,15.0,24.5778751373291,24.59765625,24.62029266357422,24.620800018310547
6485,decreasing,psnr,20,3,256,classic,1,1,0,20.0,22.105396270751957,22.105314254760746,22.135257720947266,22.099061965942383
6486,decreasing,psnr,20,3,256,classic,1,1,0,25.0,20.151309967041016,20.138307571411133,20.17524719238281,20.164899826049805
6487,decreasing,psnr,20,3,256,classic,1,1,0,50.0,14.122276306152344,14.157047271728516,14.143505096435549,14.15017318725586
6488,decreasing,psnr,20,3,256,classic,1,1,0,75.0,10.643333435058594,10.649276733398438,10.63251495361328,10.614688873291016
6489,decreasing,psnr,20,3,256,classic,1,1,0,100.0,8.151092529296875,8.12344741821289,8.127880096435547,8.133049011230469
6490,decreasing,psnr,20,3,256,foe,0,1,0,1.0,31.21561813354492,26.92022705078125,24.88466453552246,28.510860443115234
6491,decreasing,psnr,20,3,256,foe,0,1,0,2.0,31.188995361328125,26.910837173461918,24.880355834960938,28.502769470214844
6492,decreasing,psnr,20,3,256,foe,0,1,0,5.0,31.09870147705078,26.874170303344727,24.85964775085449,28.44815826416016
6493,decreasing,psnr,20,3,256,foe,0,1,0,10.0,30.73157501220703,26.72830581665039,24.77161026000977,28.250219345092773
6494,decreasing,psnr,20,3,256,foe,0,1,0,15.0,30.13311004638672,26.53062629699707,24.641603469848636,27.95349502563477
6495,decreasing,psnr,20,3,256,foe,0,1,0,20.0,29.458240509033203,26.207918167114254,24.4429931640625,27.54589462280273
6496,decreasing,psnr,20,3,256,foe,0,1,0,25.0,28.662731170654297,25.85895538330078,24.219518661499023,27.07868194580078
6497,decreasing,psnr,20,3,256,foe,0,1,0,50.0,25.10563850402832,23.6632137298584,22.641660690307617,24.44190216064453
6498,decreasing,psnr,20,3,256,foe,0,1,0,75.0,22.27453994750977,21.45931625366211,20.861629486083984,22.003936767578125
6499,decreasing,psnr,20,3,256,foe,0,1,0,100.0,20.160388946533203,19.65241432189941,19.2467098236084,19.92673683166504
6500,decreasing,psnr,20,3,256,foek,0,1,0,1.0,39.11392211914063,38.78977966308594,41.209171295166016,46.430702209472656
6501,decreasing,psnr,20,3,256,foek,0,1,0,2.0,40.09267425537109,41.9678955078125,42.0859375,42.38336181640625
6502,decreasing,psnr,20,3,256,foek,0,1,0,5.0,35.498626708984375,34.454689025878906,34.170379638671875,34.36043930053711
6503,decreasing,psnr,20,3,256,foek,0,1,0,10.0,28.126739501953125,28.1380672454834,29.4244327545166,30.800722122192383
6504,decreasing,psnr,20,3,256,foek,0,1,0,15.0,30.21576499938965,28.714174270629883,27.435365676879883,27.652626037597656
6505,decreasing,psnr,20,3,256,foek,0,1,0,20.0,29.326311111450195,26.88007164001465,25.143253326416016,28.121715545654297
6506,decreasing,psnr,20,3,256,foek,0,1,0,25.0,28.657941818237305,26.05798721313477,24.162073135375977,26.945690155029297
6507,decreasing,psnr,20,3,256,foek,0,1,0,50.0,26.019554138183597,23.65055084228516,22.825454711914062,24.76642608642578
6508,decreasing,psnr,20,3,256,foek,0,1,0,75.0,24.33805084228516,21.242292404174805,21.6459903717041,21.67552757263184
6509,decreasing,psnr,20,3,256,foek,0,1,0,100.0,22.94005012512207,20.743764877319336,20.86558151245117,-0.5522308349609375
6510,decreasing,psnr,20,3,256,noconstraints,0,0,0,1.0,40.585845947265625,36.65906524658203,32.756622314453125,37.489036560058594
6511,decreasing,psnr,20,3,256,noconstraints,0,0,0,2.0,39.769866943359375,36.29524612426758,32.62415313720703,37.07677459716797
6512,decreasing,psnr,20,3,256,noconstraints,0,0,0,5.0,36.41029739379883,34.38111877441406,31.76994132995605,34.93936538696289
6513,decreasing,psnr,20,3,256,noconstraints,0,0,0,10.0,31.729421615600582,30.82971954345703,29.589767456054688,31.16178321838379
6514,decreasing,psnr,20,3,256,noconstraints,0,0,0,15.0,28.465919494628903,27.864521026611328,27.39448547363281,28.199438095092773
6515,decreasing,psnr,20,3,256,noconstraints,0,0,0,20.0,26.074050903320312,25.613340377807617,25.43377685546875,25.90748786926269
6516,decreasing,psnr,20,3,256,noconstraints,0,0,0,25.0,24.14785385131836,23.841970443725582,23.75333023071289,24.08012580871582
6517,decreasing,psnr,20,3,256,noconstraints,0,0,0,50.0,18.18728446960449,17.73503303527832,17.90036964416504,17.990488052368164
6518,decreasing,psnr,20,3,256,noconstraints,0,0,0,75.0,14.370758056640623,13.877338409423828,14.124801635742188,14.376758575439451
6519,decreasing,psnr,20,3,256,noconstraints,0,0,0,100.0,11.66778564453125,11.375850677490234,11.334529876708984,11.460845947265623
6520,decreasing,psnr,20,3,256,noconstraints,0,1,0,1.0,29.709436416625977,25.04013061523437,24.048093795776367,27.09140396118164
6521,decreasing,psnr,20,3,256,noconstraints,0,1,0,2.0,29.69167900085449,25.038976669311523,24.04627227783203,27.08695411682129
6522,decreasing,psnr,20,3,256,noconstraints,0,1,0,5.0,29.603200912475582,25.01089096069336,24.03368186950684,27.06568145751953
6523,decreasing,psnr,20,3,256,noconstraints,0,1,0,10.0,29.40038299560547,24.968175888061523,23.99372291564941,26.999670028686523
